11,Tongzhou,通州
11,Haidian,海淀
11,Fengtai,丰台
11,Fangshan,房山
11,Beijing,北京
11,Pinggu,平谷
11,Huairou,怀柔
11,Changping,昌平
12,Yangcun,
12,Tianjin,天津
12,Nankai,南开
13,Zhuozhou,
13,Yaocheng,
13,Xingtai,邢台市
13,Tang Xian,唐县
13,Shenzhou,
13,Shahecheng,
13,Sanhe,
13,Renqiu,任丘市
13,Anguo,
13,Qinhuangdao,秦皇岛
13,Liwu,
13,Langfang,廊坊市
13,Jingzhou,景州
13,Huolu,获鹿
13,Huanghua,
13,Hengshui,衡水市
13,Hebei,河北
13,Handan,邯郸市
13,Gu'an,
13,Gaocheng,
13,Gaobeidian,
13,Xinle,
13,Cangzhou,沧州市
13,Bazhou,
13,Baoding,保定市
13,Shijiazhuang,
13,Zhangjiakou,张家口市
13,Xicheng,西城
13,Xiabancheng,
14,Jicheng,箕城
14,Yuncheng,
14,Yuanping,
14,Yingxian,金城
14,Yangquan,羊泉
14,Yangcheng,凤城
14,Xinzhou,忻州
14,Xiedian,解店
14,Taiyuan,太原
14,Shuyicun,署益村
14,Shuozhou,
14,Shijiazhuang,
14,Zhaoyu,昭余
14,Qingyuan,清源
14,Qingyang,青羊
14,Linfen,临汾
14,Jiexiu,
14,Huozhou,
14,Hejin,
14,Changzhi,
14,Gaoping,
14,Fenyang,
14,Beijing,
14,Xi'ao,
14,Zhongxiang,
14,Datong,大同市
15,Dongsheng,
15,Tongliao,通辽市
15,Linhe,
15,Jining,
15,Hohhot,呼和浩特市
15,Hailar,海拉尔区
15,Chifeng,赤峰
15,Baotou,包头市
15,Ordos,鄂尔多斯市
21,Dalian,大连
21,Xinxing,新兴
21,Beijingzi,
21,Lingshui,
21,Yizhou,
21,Xinmin,
21,Tieling,
21,Shenyang,沈阳
21,Liaoyang,辽阳市
21,Kuandian,
21,Jinzhou,锦州市
21,Huludao,葫芦岛
21,Haicheng,
21,Guizhoumanzuxiang,
21,Fuxin,阜新市
21,Fushun,抚顺市
21,Dashiqiao,
21,Daqing,
21,Dandong,丹东市
21,Chaoyang,
21,Benxi,本溪市
21,Anshan,鞍山市
21,Heping,
21,Panjin,
22,Yushu,
22,Longjing,
22,Jilin City,吉林市
22,Minzhu,民主
22,Huadian,
22,Changchun,长春
22,Baicheng,白城
22,Guangdong,
23,Yichun,伊春
23,Suihua,绥化
23,Shuangyashan,双鸭山市
23,Shuangcheng,
23,Shangzhi,尚志
23,Taihecun,太和
23,Qiqihar,齐齐哈尔市
23,Muleng,穆棱
23,Mudanjiang,牡丹江
23,Mishan,
23,Jixi,鸡西市
23,Jiamusi,佳木斯市
23,Heihe,黑河市
23,Hegang,鹤岗
23,Harbin,哈尔滨
23,Hailin,海林
23,Baoshan,
23,Anda,安达
23,Daqing,大庆
31,Zhujiajiao,
31,Xuhui,
31,Shanghai,上海
31,Putuo,
31,Minhang,
31,Chengqiao,
31,Yu'an,
32,Zhoushan,周山
32,Zhenjiang,镇江
32,Kunshan,玉山
32,Pizhou,
32,Yicheng,宜城
32,Yangzhou,扬州市
32,Zhangjiagang,
32,Yancheng,盐城
32,Xuzhou,徐州
32,Xinpu,连云港
32,Xinghua,
32,Wuxi,无锡
32,Tangshan,汤山
32,Taizhou,泰州市
32,Taixing,
32,Chengxiang,
32,Suqian,
32,Suicheng,
32,Huai'an,
32,Nantong,南通
32,Nanjing,南京
32,Haimen,
32,Licheng,凓城
32,Jintan,
32,Jinsha,
32,Jingcheng,
32,Huai'an,淮安市
32,Hai'an,
32,Gaoyou,高邮
32,Fengxian,
32,Dongtai,
32,Danyang,丹阳
32,Dagang,大港
32,Jiangyin,澄江
32,Changzhou,常州市
32,Suzhou,苏州
32,Chanshan,
32,Changshu City,
32,Sheyang,
32,Xichang,西场
32,Nanjin,南进
32,Zhang'ancun,张安村
32,Dazhou,大周
32,Emeishan,峨嵋山
32,Guangxi,广西
32,Xinyi Dadui,新一大队
32,Rugao,
33,Zhuo'anji,
33,Zhuji,诸暨
33,Zhaobaoshan,招宝山
33,Yuyao,余姚
33,Yueqing,乐清
33,Xiashi,
33,Xiaoshan,
33,Xianren,仙居
33,Tongxiang,梧桐
33,Wenzhou,温州市
33,Wenling,温岭
33,Weitang,
33,Tonglu,
33,Tiantai Chengguanzhen,天台
33,Taoshan,陶山
33,Songyuan,松源
33,Shanhu,嵊州市
33,Shaoxing,绍兴市
33,Rui'an,瑞安
33,Quzhou,衢州市
33,Puyang,浦阳
33,Ninghai,宁海
33,Ningbo,宁波
33,Miaogao,
33,Meicheng,梅城
33,Luqiao,路桥
33,Longquan,
33,Longzhou,龙洲
33,Lishui,丽水
33,Linhai,临海
33,Lanxi,
33,Kunyang,
33,Keqiao,柯桥区
33,Yuhang,
33,Jinhua,金华
33,Jiaxing,嘉兴
33,Jiangshan,
33,Huzhou,
33,Xushan,
33,Wuyi,武义
33,Yuhuan,玉环
33,Huangyan,黄岩
33,Hangzhou,杭州
33,Jiaojiang,
33,Guli,
33,Fuyang,
33,Deqing,
33,Dashun,大顺
33,Fenghua,奉化市
33,Pinghu,
33,Yiwu,义乌
33,Changxing Xian,长兴县
33,Beilun,北仑
33,Zhoushan,
33,Jinzhong,金钟
33,Xiangxi,象溪
33,Dongyang,
33,Zhoushan,周山
33,Jiangdu,
33,Neimeng,内孟
33,Shanghaicun,上海
33,Qianjiang,前蒋
34,Xuanzhou,
34,Xiuning Xian,休宁县
34,Huangshan City,黄山
34,Tongling,铜陵
34,Tianchang,天长
34,Suzhou,宿州市
34,Shouchun,寿春
34,Jieshou,界首
34,Huainan,
34,Huaibei,淮北
34,Hefei,合肥
34,Fuyang,阜阳市
34,Fengyang Fuchengzhen,凤阳府城镇
34,Chuzhou,滁州
34,Chizhou,池州
34,Chaohu,巢湖市
34,Bozhou,亳州
34,Biyang,碧阳
34,Bengbu,蚌埠
34,Anqing,安庆市
34,Qianshan,前山
34,Huanggang,黄岗
34,Wuhu,芜湖
34,Lu'an,
35,Zhangzhou,漳州市
35,Taocheng,桃城
35,Yong'an,永安
35,Xinan,
35,Xiaoxi,小溪
35,Xiamen,厦门市
35,Fuding,福鼎
35,Tancheng,潭城
35,Shuangxi,双溪
35,Shuangcheng,双城
35,Shifang,十方
35,Shaowu,邵武
35,Linjiang,临江
35,Sanming,三明市
35,Fuqing,
35,Quanzhou,泉州市
35,Jinjiang,晋江
35,Qingpu,
35,Pingchuan,平川
35,Longyan,龙岩
35,Longxun,
35,Ningde,宁德市
35,Chengyang,城阳
35,Guyong,古镛
35,Fuzhou,福州市
35,Wen'ao,
35,Miluoshi,
35,Kunshan,昆山
35,Wuzhong,
35,Danzhou,丹洲
35,Guyuan,
35,Jinshui,金水
35,Wusu,吴苏
35,Shishi,石狮
35,Putian,
35,Xianyou,仙友
35,Jihua,吉华
35,Suqian,苏前
35,Xiaogan,小干
36,Zhangshu,
36,Yingtan,鹰潭市
36,Yichun,
36,Shangrao,上饶
36,Guixi,
36,Xinyu,
36,Xiaogang,
36,Nanchang,南昌
36,Longnan,
36,Leping,
36,Jiujiang,九江市
36,Jingdezhen,景德镇市
36,Ganzhou,赣州
36,Fuzhou,抚州市
36,Dongshan,东山
36,Ledong,乐洞
36,Sili,寺里
36,Hubei,湖陂
36,Fuzhoushi,
36,Ji'an,
37,Zhucheng Shi,诸城市
37,Zhangqiu,
37,Zibo,淄博
37,Zaozhuang,枣庄市
37,Yucheng,
37,Yishui,
37,Qingzhou,
37,Yantai,烟台市
37,Yanggu,
37,Xintai,
37,Wenshang,
37,Weihai,威海
37,Weifang,潍坊市
37,Tai'an,
37,Laixi,
37,Shouguang,
37,Shancheng,
37,Rizhao,日照
37,Qingdao,青岛市
37,Pingyuan,
37,Pingdu,
37,Ningyang,
37,Nanma,南麻镇
37,Longkou,龙港
37,Linyi,
37,Linqing,青年
37,Lingcheng,陵城
37,Liaocheng,聊城
37,Weichanglu,
37,Laiwu,莱芜市
37,Jining,济宁市
37,Jinan,济南
37,Jimo,即墨市
37,Jiaozhou,
37,Huimin,
37,Heze,菏泽
37,Gaomi,
37,Feicheng,
37,Dongying,东营市
37,Dong'e,
37,Dezhou,德州市
37,Dengzhou,登州
37,Kuiju,奎聚
37,Changqing,
37,Changle,
37,Boxing,
37,Boshan,
37,Binzhou,滨州市
37,Bianzhuang,
37,Anqiu,
37,Pudong,
41,Zhumadian,驻马店市
41,Shangqiu,商丘市
41,Zhoukou,周口市
41,Zhengzhou,郑州
41,Anyang,安阳市
41,Yingchuan,颍川
41,Yunyang,
41,Yanjin Chengguanzhen,延津城关镇
41,Xun Xian Chengguanzhen,浚县城关镇
41,Xuchang,将官池
41,Xinhualu,新华路
41,Xinyang,
41,Xinxiang,南干道
41,Xinji,新集
41,Suohe,索河
41,Zijinglu,紫荆路
41,Sanmenxia,三门峡市
41,Tanbei,覃杯
41,Puyang Chengguanzhen,濮阳城关镇
41,Pingdingshan,平顶山市
41,Nanyang,南阳市
41,Qingping,青屏
41,Huichang,会昌
41,Luoyang,洛阳市
41,Luohe,漯河
41,Ruzhou,煤山
41,Kaifeng,开封市
41,Shuangqiao,
41,Chengjiao,城郊
41,Jiaozuo,焦作市
41,Yanshi Chengguanzhen,偃师城关镇
41,Hebi,鹤壁市
41,Lingbao Chengguanzhen,灵宝城关镇
41,Huazhou,花洲
41,Songyang,嵩阳
41,Henan,
42,Zaoyang,
42,Qianjiang,园林
42,Chengzhong,城中
42,Yicheng,
42,Yichang,宜昌市
42,Xiulin,
42,Xindi,
42,Xiantao,
42,Xiangfan,襄樊
42,Wuhan,武汉
42,Tianhe,
42,Shiyan,十堰
42,Laohekou,老河口
42,Jingling,
42,Hanchuan,
42,Gucheng Chengguanzhen,古城城关镇
42,Fangxian Chengguanzhen,房县城关镇
42,Ezhou,
42,Enshi,恩施
42,Daye,
42,Danjiangkou,
43,Jianning,株洲
43,Zhijiang,芷江
43,Yongjiawan,
43,Yongzhou,永州
43,Xinhuang,新晃
43,Changde,常德
43,Tangdukou,塘渡口
43,Shaoshan,韶山
43,Loudi,娄底市
43,Jinshi,金石
43,Yiyang,
43,Hengyang,衡阳市
43,Chenzhou,郴州
43,Chenyang,辰阳
43,Chen Xian,
43,Changsha,长沙市
43,Baiyashi,白牙市
43,Hezhou,
43,Xiangtan,响滩
43,Dazhou,大洲
43,Hebei,河背
43,Shengli,
43,Taoyuan,桃源
43,Niaojiang,
43,Shantou,
43,Xinjiang,
43,Meizhou,梅洲
43,Zhengjiang,
43,Xinhua,新华
43,Huayuan,
43,Huangshi,黄石
43,Bao'an,保安
43,Yunnan,云南
43,Dongyangshi,洞阳市
44,Zhaoqing,肇庆市
44,Zhanjiang,湛江市
44,Yunfu,云浮
44,Heyuan,河源市
44,Zhuhai,珠海市
44,Suixi Xian,遂溪县
44,Shiyan,
44,Shiqi,石岐街道
44,Shenzhen,深圳市
44,Shaoguan,韶关市
44,Changsha,长沙
44,Jieyang,揭阳市
44,Qingyuan,清远
44,Nanjie,南街
44,Wuchuan,吴川
44,Maoming,茂名
44,Longjiang,龙江
44,Licheng,荔城
44,Jiangmen,江门市
44,Yangjiang,阳江市
44,Huizhou,惠州市
44,Xinhui District,新会
44,Huazhou,
44,Dasha,大沙
44,Guangzhou,广州
44,Gaozhou,高州
44,Foshan,佛山市
44,Encheng,思城
44,Xinyi,信宜
44,Dongguan,东莞市
44,Dawan,
44,Shunde,顺德区
44,Chaozhou,潮州市
44,Dabu,大布
44,Dongyong,东涌
44,Chencun,
44,Beijin,北津
44,Wuzhishan,五指山
44,Xianggang,象岗
44,Zhongshan,中山
44,Lianping,
44,Jingmen,径门
44,Tianshui,甜水
44,Shantou,
44,Meizhou,
44,Futian,福田
44,Wanjiang Jiedao,万江
45,Yulin,玉林市
45,Xiaojiang,小江
45,Wuzhou,梧州市
45,Quanzhou,全州
45,Qinzhou,钦州市
45,Nanning,南宁
45,Liuzhou,柳州
45,Laibin,来宾市
45,Hengzhou,横州
45,Hechi,
45,Guiping,桂平
45,Guilin,桂林市
45,Guigang,贵港市
45,Baise City,百城
45,Bobai,博白
45,Beihai,北海市
45,Zhu'ang,逐盎
45,Guili,
45,Kafeng,卡凤
45,Nantongshi,南桶石
46,Wanning,万宁市
46,Nanqiao,
46,Jinjiang,金江
46,Qionghai,琼海市
46,Haikou,海口市
46,Li'an,
46,Sanya,
46,Yangpu,
46,Wenchang,
46,Hainan,
50,Yongchuan,永川
50,Jiangjin Qu,江津市
50,Gunan,古南
50,Chongqing,重庆
50,Beibei,北碚
50,Jielong,
51,Yanjiang,雁江
51,Zigong,自贡市
51,Jiulong,九龙
51,Yibin,宜宾
51,Yucheng,雅安
51,Dadukou,大渡口
51,Guang'an,广安
51,Neijiang,内江市
51,Nanchong,南充
51,Mianyang,绵阳
51,Luzhou,泸州
51,Luocheng,雒城
51,Leshan,乐山
51,Guangyuan,广元市
51,Hexi,
51,Dujiangyan,灌口
51,Deyang,德阳市
51,Dazhou,达州
51,Chengdu,成都
51,Bazhou,巴州
51,Langzhong,阆中
51,Jiangyou,
51,Qingganglin,青㭎林
51,Yiwu,依乌
51,Xingye,兴业
52,Qinghai,
52,Suzuo,
52,Zunyi,遵义市
52,Tongren,
52,Kaili,
52,Xingyi,兴义
52,Guiyang,贵阳
52,Duyun,
52,Bijie,毕节
52,Anshun,安顺市
52,Zhejiang,者讲
53,Shengping,升平
53,Mengmao,勐卯
53,Yuxi,玉溪市
53,Zhaotong,昭通市
53,Jinghong,景洪市
53,Yisa,迤萨
53,Qujing,曲靖市
53,Ning'er,宁洱
53,Lijiang,澧江
53,Kunming,昆明
53,Kaiyuan,开远
53,Lin'an,临安
53,Gejiu,个旧市
53,Dali,大理市
53,Chuxiong,
53,Yizheng,宜政
53,Wenshan City,文山
54,Lhasa,拉萨
54,Chum,中
54,Tara,打惹
54,Gangdoi,岗堆
54,Nubri,奴日
54,Songduo,松多
61,Yangzhou,洋洲
61,Yangling,杨陵
61,Yan'an,
61,Ankang,安康
61,Xianyang,咸阳
61,Xi'an,西安
61,Weinan,渭南
61,Shuangshipu,
61,Shangzhou,
61,Sanyuan Chengguanzhen,城关镇
61,Mingzhou,
61,Hanzhong,
61,Guozhen,虢镇镇
61,Jiyang,纪阳
61,Yulin,榆林
61,Pingling,
61,Xiqu,
61,Tongchuan,铜川
62,Zhangye,张掖
62,Pingliang,平凉
62,Xinning,新宁
62,Wuwei,武威
62,Lanzhou,兰州
62,Dingxi,定西
62,Chengxian Chengguanzhen,
62,Baiyin,白银
62,Sichuan,
63,Xining,西宁
63,Yaluhu,
64,Yinchuan,银川
64,Dawukou,
65,Kashgar,喀什
65,Yining,
65,Ürümqi,乌鲁木齐
65,Shihezi,石河子市
65,Kuytun,奎屯
65,Korla,库尔勒
65,Karamay,克拉玛依
65,Jinghe,
65,Kumul,哈密地区
65,Changji,延安北路
